"neighborhood","url","ds","area","title.short"
"bay+ridge","www.dnainfo.com/new-york/20130910/coney-island/school-year-starts-for-many-with-missing-teaching-materials-union-says","20130910","coney-island","school year starts for many with missing teaching materials union says"
"bay+ridge","www.dnainfo.com/new-york/20130905/gravesend/man-dies-after-toy-helicopter-crashes-into-his-head-brooklyn","20130905","gravesend","man dies after toy helicopter crashes into his head brooklyn"
"bay+ridge","www.dnainfo.com/new-york/20130904/crown-heights/national-football-recruits-grow-brooklyn","20130904","crown-heights","national football recruits grow brooklyn"
"bay+ridge","www.dnainfo.com/new-york/20130830/gramercy/open-house-agenda-three-apartments-see-this-long-weekend","20130830","gramercy","open house agenda three apartments see this long weekend"
"bay+ridge","www.dnainfo.com/new-york/20130823/greenwich-village/service-on-17-subway-lines-be-disrupted-this-weekend","20130823","greenwich-village","service on 17 subway lines be disrupted this weekend"
"bay+ridge","www.dnainfo.com/new-york/20130816/washington-heights/17-subway-lines-affected-by-weekend-work","20130816","washington-heights","17 subway lines affected by weekend work"
"bay+ridge","www.dnainfo.com/new-york/20130731/kingsbridge/best-18-holes-of-golf-new-york-city","20130731","kingsbridge","best 18 holes of golf new york city"
"bay+ridge","www.dnainfo.com/new-york/20130729/west-village/best-city-sunbathing-spots-for-shy-bold","20130729","west-village","best city sunbathing spots for shy bold"
"bay+ridge","www.dnainfo.com/new-york/20130717/greenpoint/best-ice-cream-parlors-city","20130717","greenpoint","best ice cream parlors city"
"bay+ridge","www.dnainfo.com/new-york/20130717/park-slope/park-slope-real-estate-agent-busted-for-allegedly-swindling-clients","20130717","park-slope","park slope real estate agent busted for allegedly swindling clients"
"bay+ridge","www.dnainfo.com/new-york/20130712/midtown/subway-service-changes-disrupt-17-subway-lines-this-weekend","20130712","midtown","subway service changes disrupt 17 subway lines this weekend"
"bay+ridge","www.dnainfo.com/new-york/20130527/bensonhurst/man-fatally-struck-on-belt-parkway-brooklyn","20130527","bensonhurst","man fatally struck on belt parkway brooklyn"
"bay+ridge","www.dnainfo.com/new-york/20130524/new-york-city/what-do-for-memorial-day-weekend-new-york-city","20130524","new-york-city","what do for memorial day weekend new york city"
"bay+ridge","www.dnainfo.com/new-york/20130522/park-slope/meet-brooklyns-rising-high-school-sports-stars","20130522","park-slope","meet brooklyns rising high school sports stars"
"bay+ridge","www.dnainfo.com/new-york/20130514/new-york-city/want-ketchup-with-that-mcdonalds-squeezes-extra-fee-from-manhattan-diners","20130514","new-york-city","want ketchup with that mcdonalds squeezes extra fee from manhattan diners"
"bay+ridge","www.dnainfo.com/new-york/20130502/gravesend/12-year-old-boy-hit-by-car-near-playground-fdny-says","20130502","gravesend","12 year old boy hit by car near playground fdny says"
"bay+ridge","www.dnainfo.com/new-york/20130501/new-york-city/best-places-celebrate-greek-orthodox-easter-new-york","20130501","new-york-city","best places celebrate greek orthodox easter new york"
"bay+ridge","www.dnainfo.com/new-york/20130425/sunset-park/where-eat-brooklyn-chinatowns-best-asian-fare","20130425","sunset-park","where eat brooklyn chinatowns best asian fare"
"bay+ridge","www.dnainfo.com/new-york/20130430/gravesend/f-train-partly-suspended-as-cops-investigate-suspicious-package-brooklyn","20130430","gravesend","f train partly suspended as cops investigate suspicious package brooklyn"
"bay+ridge","www.dnainfo.com/new-york/20130421/financial-district/disgruntled-commuters-ask-mta-spend-surplus-on-improving-service","20130421","financial-district","disgruntled commuters ask mta spend surplus on improving service"
"bay+ridge","www.dnainfo.com/new-york/20130326/heartland-village/muslim-man-daughter-thrown-out-of-staten-island-apple-store-suit-says","20130326","heartland-village","muslim man daughter thrown out of staten island apple store suit says"
"bay+ridge","www.dnainfo.com/new-york/20130325/bay-ridge/brooklyn-industries-brings-hipster-threads-bay-ridge","20130325","bay-ridge","brooklyn industries brings hipster threads bay ridge"
"bay+ridge","www.dnainfo.com/new-york/20121215/park-slope/vigils-fill-brooklyn-as-families-mourn-newtown-tragedy","20121215","park-slope","vigils fill brooklyn as families mourn newtown tragedy"
"bay+ridge","www.dnainfo.com/new-york/20121212/flatbush/accused-brooklyn-serial-killer-goes-on-courtroom-rant-reports-say","20121212","flatbush","accused brooklyn serial killer goes on courtroom rant reports say"
"bay+ridge","www.dnainfo.com/new-york/20121208/gravesend/woman-dead-3-pedestrians-4-passengers-hurt-brooklyn-crash","20121208","gravesend","woman dead 3 pedestrians 4 passengers hurt brooklyn crash"
"bay+ridge","www.dnainfo.com/new-york/20121203/new-york-city/r-train-extended-whitehall-street---south-ferry-station","20121203","new-york-city","r train extended whitehall street   south ferry station"
"bay+ridge","www.dnainfo.com/new-york/20121201/dyker-heights/motorcyclist-dies-after-colliding-with-suv-brooklyn","20121201","dyker-heights","motorcyclist dies after colliding with suv brooklyn"
"bay+ridge","www.dnainfo.com/new-york/20121130/dyker-heights/motorcyclist-seriously-hurt-brooklyn-crash","20121130","dyker-heights","motorcyclist seriously hurt brooklyn crash"
"bay+ridge","www.dnainfo.com/new-york/20121127/flatbush/accused-brooklyn-serial-killer-indicted-on-murder-charges","20121127","flatbush","accused brooklyn serial killer indicted on murder charges"
"bay+ridge","www.dnainfo.com/new-york/20121122/flatbush/alleged-serial-killer-believed-he-was-hitman-for-italian-spy-agency","20121122","flatbush","alleged serial killer believed he was hitman for italian spy agency"
"bay+ridge","www.dnainfo.com/new-york/20121121/flatbush/man-confesses-killing-brooklyn-shopkeepers-sources-say","20121121","flatbush","man confesses killing brooklyn shopkeepers sources say"
"bay+ridge","www.dnainfo.com/new-york/20121120/flatbush/police-question-person-of-interest-brooklyn-shopkeeper-killings","20121120","flatbush","police question person of interest brooklyn shopkeeper killings"
"bay+ridge","www.dnainfo.com/new-york/20121119/flatbush/four-sought-for-questioning-brooklyn-shopkeeper-killings","20121119","flatbush","four sought for questioning brooklyn shopkeeper killings"
"bay+ridge","www.dnainfo.com/new-york/20120905/crown-heights/brooklyn-artists-land-on-map-with-go-brooklyn-event","20120905","crown-heights","brooklyn artists land on map with go brooklyn event"
"bay+ridge","www.dnainfo.com/new-york/20120830/new-york-city/queens-leads-pack-of-vendy-awards-finalists","20120830","new-york-city","queens leads pack of vendy awards finalists"
"bay+ridge","www.dnainfo.com/new-york/20120830/new-springville/select-bus-service-headed-staten-island","20120830","new-springville","select bus service headed staten island"
"bay+ridge","www.dnainfo.com/new-york/20120820/carroll-gardens/south-brooklyn-baseball-league-seeks-girls-for-fall-softball-season","20120820","carroll-gardens","south brooklyn baseball league seeks girls for fall softball season"
"bay+ridge","www.dnainfo.com/new-york/20120816/sunset-park/fourth-avenue-could-become-brooklyn-boulevard","20120816","sunset-park","fourth avenue could become brooklyn boulevard"
"bay+ridge","www.dnainfo.com/new-york/20120809/fort-hamilton/construction-worker-falls-12-feet-fort-hamilton","20120809","fort-hamilton","construction worker falls 12 feet fort hamilton"
"bay+ridge","www.dnainfo.com/new-york/20120808/bensonhurst/suv-passenger-killed-collision-with-garbage-truck-brooklyn","20120808","bensonhurst","suv passenger killed collision with garbage truck brooklyn"
"bay+ridge","www.dnainfo.com/new-york/20120808/new-york-city/citys-best-skate-parks-let-boarders-escape-daily-grind","20120808","new-york-city","citys best skate parks let boarders escape daily grind"
"bay+ridge","www.dnainfo.com/new-york/20120805/bensonhurst/same-gun-used-pair-of-brooklyn-store-killings-police-say","20120805","bensonhurst","same gun used pair of brooklyn store killings police say"
"bay+ridge","www.dnainfo.com/new-york/20120803/bensonhurst/police-investigate-suspicious-death-of-bensonhurst-shopkeeper","20120803","bensonhurst","police investigate suspicious death of bensonhurst shopkeeper"
"bay+ridge","www.dnainfo.com/new-york/20120731/red-hook/stay-inside-stay-cool-red-hook-sunset-park","20120731","red-hook","stay inside stay cool red hook sunset park"
"bay+ridge","www.dnainfo.com/new-york/20120627/prospect-heights/new-barclays-center-subway-stop-inspires-protest-t-shirt","20120627","prospect-heights","new barclays center subway stop inspires protest t shirt"
"bay+ridge","www.dnainfo.com/new-york/20120626/bath-beach/belt-parkway-chaos-as-wrong-way-driver-causes-3-car-crash","20120626","bath-beach","belt parkway chaos as wrong way driver causes 3 car crash"
"bay+ridge","www.dnainfo.com/new-york/20120621/bay-ridge/two-firefighters-injured-battling-massive-blaze-bay-ridge","20120621","bay-ridge","two firefighters injured battling massive blaze bay ridge"
"bay+ridge","www.dnainfo.com/new-york/20120619/new-york-city/city-officials-call-for-better-transit-outer-boroughs","20120619","new-york-city","city officials call for better transit outer boroughs"
"bay+ridge","www.dnainfo.com/new-york/20120617/columbus-circle/scurrying-shoppers-hunt-down-something-special-for-dad","20120617","columbus-circle","scurrying shoppers hunt down something special for dad"
"bay+ridge","www.dnainfo.com/new-york/20120615/east-flatbush/cop-who-killed-shantel-davis-accused-of-past-aggressive-behavior","20120615","east-flatbush","cop who killed shantel davis accused of past aggressive behavior"
"bay+ridge","www.dnainfo.com/new-york/20120615/bensonhurst/bensonhurst-landlords-indicted-for-2010-fire-that-killed-5-people","20120615","bensonhurst","bensonhurst landlords indicted for 2010 fire that killed 5 people"
"bay+ridge","www.dnainfo.com/new-york/20120613/windsor-terrace/walgreens-rep-tell-locals-whats-next-at-key-food-site","20120613","windsor-terrace","walgreens rep tell locals whats next at key food site"
"bay+ridge","www.dnainfo.com/new-york/20120608/midtown-east/doormens-union-marks-year-anniversary-of-strike-at-midtown-east-high-rise","20120608","midtown-east","doormens union marks year anniversary of strike at midtown east high rise"
"bay+ridge","www.dnainfo.com/new-york/20120606/bay-ridge/sadam-worldkid-ali-wins-first-fight-hometown","20120606","bay-ridge","sadam worldkid ali wins first fight hometown"
"bay+ridge","www.dnainfo.com/new-york/20120604/bath-beach/worker-falls-down-elevator-shaft-bath-beach-building","20120604","bath-beach","worker falls down elevator shaft bath beach building"
"bay+ridge","www.dnainfo.com/new-york/20120515/gravesend/man-shot-gravesend","20120515","gravesend","man shot gravesend"
"bay+ridge","www.dnainfo.com/new-york/20120513/bay-ridge/car-strikes-bus-then-pole-fatal-brooklyn-crash","20120513","bay-ridge","car strikes bus then pole fatal brooklyn crash"
"bay+ridge","www.dnainfo.com/new-york/20120507/bay-ridge/accused-serial-groper-released-by-judge-after-alleged-brooklyn-attack","20120507","bay-ridge","accused serial groper released by judge after alleged brooklyn attack"
"bay+ridge","www.dnainfo.com/new-york/20120504/lower-east-side/lower-east-side-hosts-citys-first-bike-expo","20120504","lower-east-side","lower east side hosts citys first bike expo"
"bay+ridge","www.dnainfo.com/new-york/20120416/bay-ridge-bensonhurst/family-mourns-13-year-old-killed-by-hit-and-run-driver-bensonhurst","20120416","bay-ridge-bensonhurst","family mourns 13 year old killed by hit and run driver bensonhurst"
"bay+ridge","www.dnainfo.com/new-york/20120415/bay-ridge-bensonhurst/13-year-old-cyclist-killed-by-hit-and-run-driver-bensonhurst","20120415","bay-ridge-bensonhurst","13 year old cyclist killed by hit and run driver bensonhurst"
"bay+ridge","www.dnainfo.com/new-york/20120413/bay-ridge-bensonhurst/police-find-drugs-loaded-guns-bensonhurst-raid","20120413","bay-ridge-bensonhurst","police find drugs loaded guns bensonhurst raid"
"bay+ridge","www.dnainfo.com/new-york/20120411/bay-ridge-bensonhurst/two-alarm-fire-breaks-out-bay-ridge-home","20120411","bay-ridge-bensonhurst","two alarm fire breaks out bay ridge home"
"bay+ridge","www.dnainfo.com/new-york/20120327/bay-ridge-bensonhurst/overturned-auto-injures-six-bay-ridge","20120327","bay-ridge-bensonhurst","overturned auto injures six bay ridge"
"bay+ridge","www.dnainfo.com/new-york/20120326/bay-ridge-bensonhurst/fire-breaks-out-at-brooklyn-furniture-store-injuring-three","20120326","bay-ridge-bensonhurst","fire breaks out at brooklyn furniture store injuring three"
"bay+ridge","www.dnainfo.com/new-york/20120321/bay-ridge-bensonhurst/bicyclist-seriously-hurt-five-car-crash-bensonhurst","20120321","bay-ridge-bensonhurst","bicyclist seriously hurt five car crash bensonhurst"
"bay+ridge","www.dnainfo.com/new-york/20120126/washington-heights-inwood/boaters-press-for-new-floating-dock-at-dykman-marina","20120126","washington-heights-inwood","boaters press for new floating dock at dykman marina"
"bay+ridge","www.dnainfo.com/new-york/20120125/bay-ridge-bensonhurst/sunset-park-shooting-victim-identified-by-cops","20120125","bay-ridge-bensonhurst","sunset park shooting victim identified by cops"
"bay+ridge","www.dnainfo.com/new-york/20120124/bay-ridge-bensonhurst/mentally-ill-soldier-who-escaped-from-brooklyn-hospital-captured","20120124","bay-ridge-bensonhurst","mentally ill soldier who escaped from brooklyn hospital captured"
"bay+ridge","www.dnainfo.com/new-york/20120122/manhattan/odds-for-love-new-york-favor-young-single-ladies","20120122","manhattan","odds for love new york favor young single ladies"
"bay+ridge","www.dnainfo.com/new-york/20120117/bay-ridge-bensonhurst/person-trapped-under-bus-bensonhurst","20120117","bay-ridge-bensonhurst","person trapped under bus bensonhurst"
"bay+ridge","www.dnainfo.com/new-york/20111216/upper-east-side/fairway-nypd-kick-halal-man-curb","20111216","upper-east-side","fairway nypd kick halal man curb"
"bay+ridge","www.dnainfo.com/new-york/20110831/greenwich-village-soho/ivy-bakery-dessert-lounge-serve-latenight-sweets-village","20110831","greenwich-village-soho","ivy bakery dessert lounge serve latenight sweets village"
"bay+ridge","www.dnainfo.com/new-york/20110722/murray-hill-gramercy/murray-hill-cafe-born-after-family-forced-flee-russia","20110722","murray-hill-gramercy","murray hill cafe born after family forced flee russia"
"bay+ridge","www.dnainfo.com/new-york/20100601/manhattan/city-council-bill-would-legalize-double-parking-some-situations","20100601","manhattan","city council bill would legalize double parking some situations"
